Species,Area,Units,Country,2013,2012,2011,2010,2009,2008,2007,2006
NOP,27_5_B_NK,TLW,UK,0,0,0,0,0,0,0,0
NOP,27_6,TLW,DE,0,0,0,0,0,0,0,0
NOP,27_6,TLW,DK,0,0,0,0,0,0,0,32
NOP,27_5_B_1_NK,TLW,FO,336,2736,0,0,0,0,0,0
NOP,27_6,TLW,FO,0,0,0,0,0,0,0,0
NOP,27_6,TLW,NL,0,0,0,0,0,0,0,0
NOP,27_6,TLW,NO,0,0,0,0,0,0,0,0
NOP,27_6,TLW,PL,0,0,0,0,0,0,0,0
NOP,27_6,TLW,SE,0,0,0,0,0,0,0,0
NOP,27_6,TLW,UK,0,0,0,0,0,0,0,0
NOP,27_6,TLW,UKM,0,0,0,0,0,0,0,0
NOP,27_6_A,TLW,DK,0,0,0,0,0,0,0,32
NOP,27_6_A,TLW,UK,0,0,0,0,0,0,0,0
NOP,27_6_B,TLW,UK,0,0,0,0,0,0,0,0
NOP,27_6_B_NK,TLW,UK,0,0,0,0,0,0,0,0
NOP,27_7,TLW,DE,0,0,0,0,0,0,0,0
NOP,27_7,TLW,DK,0,0,0,0,0,0,0,0
NOP,27_7,TLW,FO,0,0,0,0,0,0,0,0
NOP,27_7,TLW,FR,0,0,0,0,0,0,0,0
NOP,27_7,TLW,IE,0,0,0,0,0,0,0,0
NOP,27_7,TLW,IM,0,0,0,0,0,0,0,0
NOP,27_7,TLW,NL,0,0,0,0,0,0,0,0
NOP,27_7,TLW,NO,0,2,0,5,0,0,0,0
NOP,27_7,TLW,UK,0,0,0,0,0,0,2,3
NOP,27_7,TLW,UKM,0,0,0,0,0,0,0,0
NOP,27_7_A,TLW,IM,0,0,0,0,0,0,0,0
NOP,27_7_A,TLW,UK,0,0,0,0,0,0,0,0
NOP,27_7_B,TLW,FR,0,0,0,0,0,0,0,0
NOP,27_7_B,TLW,UK,0,0,0,0,0,0,0,0
NOP,27_7_BC,TLW,FO,0,0,0,0,0,0,0,0
NOP,27_7_BC,TLW,IE,0,0,0,0,0,0,0,0
NOP,27_7_BC,TLW,NL,0,0,0,0,0,0,0,0
NOP,27_7_BC,TLW,NO,0,0,0,0,0,0,0,0
NOP,27_7_BC,TLW,UK,0,0,0,0,0,0,0,0
NOP,27_7_C,TLW,NL,0,0,0,0,0,0,0,0
NOP,27_7_C,TLW,NO,0,2,0,5,0,0,0,0
NOP,27_7_C_1,TLW,NO,0,2,0,5,0,0,0,0
NOP,27_7_D,TLW,UK,0,0,0,0,0,0,0,0
NOP,27_7_DE,TLW,DE,0,0,0,0,0,0,0,0
NOP,27_7_DE,TLW,DK,0,0,0,0,0,0,0,0
NOP,27_7_DE,TLW,FR,0,0,0,0,0,0,0,0
NOP,27_7_DE,TLW,NL,0,0,0,0,0,0,0,0
NOP,27_7_DE,TLW,UK,0,0,0,0,0,0,0,0
NOP,27_7_DE_NK,TLW,UK,0,0,0,0,0,0,0,0
NOP,27_7_E,TLW,UK,0,0,0,0,0,0,2,2
NOP,27_7_E,TLW,UKM,0,0,0,0,0,0,0,0
NOP,27_7_F,TLW,UK,0,0,0,0,0,0,0,0
NOP,27_7_G,TLW,UK,0,0,0,0,0,0,0,0
NOP,27_7_H,TLW,UK,0,0,0,0,0,0,0,1
NOP,27_7_H,TLW,UKM,0,0,0,0,0,0,0,0
NOP,27_7_J,TLW,DE,0,0,0,0,0,0,0,0
NOP,27_7_J,TLW,NL,0,0,0,0,0,0,0,0
NOP,27_7_J,TLW,UK,0,0,0,0,0,0,0,0
NOP,27_7_J,TLW,UKM,0,0,0,0,0,0,0,0
NOP,27_7_J_NK,TLW,UK,0,0,0,0,0,0,0,0
NOP,27_7_K,TLW,UK,0,0,0,0,0,0,0,0
NOP,27_7_K,TLW,UKM,0,0,0,0,0,0,0,0
NOP,27_7_K_NK,TLW,UK,0,0,0,0,0,0,0,0
NOP,27_8,TLW,ES,6,0,0,0,0,0,0,0
NOP,27_8,TLW,FR,0,0,0,0,0,1,1,0
NOP,27_8,TLW,NL,0,0,0,0,0,0,0,0
NOP,27_8,TLW,UK,0,0,0,0,0,0,1,1
NOP,27_8,TLW,UKM,0,0,0,0,0,0,0,0
NOP,27_8_A,TLW,FR,0,0,0,0,0,0,0,0
NOP,27_8_A,TLW,UK,0,0,0,0,0,0,0,1
NOP,27_8_A,TLW,UKM,0,0,0,0,0,0,0,0
NOP,27_8_B,TLW,ES,0,0,0,0,0,0,0,0
NOP,27_8_B,TLW,FR,0,0,0,0,0,1,1,0
NOP,27_8_B,TLW,UK,0,0,0,0,0,0,0,0
NOP,27_8_C,TLW,ES,5,0,0,0,0,0,0,0
NOP,27_8_NK,TLW,UK,0,0,0,0,0,0,0,0
NOP,27_9,TLW,ES,30,0,0,0,0,0,0,0
NOP,27_9,TLW,PT,0,0,0,0,0,0,0,0
NOP,27_9_A,TLW,ES,30,0,0,0,0,0,0,0
NOP,27_9_A,TLW,PT,0,0,0,0,0,0,0,0
NOP,27_9_NK,TLW,PT,0,0,0,0,0,0,0,0
NOP,27_NK,TLW,FO,0,0,0,3,0,0,0,0
NOW,27,TLW,ES,2,0,0,0,0,0,0,0
NOW,27_8,TLW,ES,1,0,0,0,0,0,0,0
NOW,27_8_C,TLW,ES,1,0,0,0,0,0,0,0
NOW,27_9,TLW,ES,1,0,0,0,0,0,0,0
NOW,27_9_A,TLW,ES,1,0,0,0,0,0,0,0
NUQ,27,TLW,ES,2,3,0,0,1,0,0,0
NUQ,27,TLW,PT,0,3,0,0,1,0,0,0
NUQ,27_7,TLW,ES,0,0,0,0,0,0,0,0
NUQ,27_7_J,TLW,ES,0,0,0,0,0,0,0,0
NUQ,27_7_J_NK,TLW,ES,0,0,0,0,0,0,0,0
NUQ,27_8,TLW,ES,0,2,0,0,0,0,0,0
NUQ,27_8_C,TLW,ES,0,2,0,0,0,0,0,0
NUQ,27_8_D,TLW,ES,0,0,0,0,0,0,0,0
NUQ,27_8_D_2,TLW,ES,0,0,0,0,0,0,0,0
NUQ,27_9,TLW,ES,2,1,0,0,1,0,0,0
NUQ,27_9,TLW,PT,0,3,0,0,1,0,0,0
NUQ,27_9_A,TLW,ES,2,1,0,0,1,0,0,0
NUQ,27_9_A,TLW,PT,0,3,0,0,1,0,0,0
NZA,27,TLW,IE,0,0,0,0,0,0,0,0
NZA,27_6,TLW,IE,0,0,0,0,0,0,0,0
NZA,27_6_B,TLW,IE,0,0,0,0,0,0,0,0
NZA,27_7,TLW,IE,0,0,0,0,0,0,0,0
NZA,27_7_BC,TLW,IE,0,0,0,0,0,0,0,0
NZA,27_7_C,TLW,IE,0,0,0,0,0,0,0,0
NZA,27_7_J,TLW,IE,0,0,0,0,0,0,0,0
NZA,27_7_K,TLW,IE,0,0,0,0,0,0,0,0
OAL,27,TLW,FR,56,60,66,59,58,37,62,50
OAL,27_10,TLW,FR,0,0,0,0,0,0,0,0
OAL,27_10_A,TLW,FR,0,0,0,0,0,0,0,0
OAL,27_10_A_NK,TLW,FR,0,0,0,0,0,0,0,0
OAL,27_4,TLW,FR,0,0,0,0,0,0,0,0
OAL,27_4_A,TLW,FR,0,0,0,0,0,0,0,0
OAL,27_7,TLW,FR,0,1,0,0,0,1,1,0
OAL,27_7_D,TLW,FR,0,1,0,0,0,1,1,0
OAL,27_7_DE,TLW,FR,0,0,0,0,0,0,0,0
OAL,27_7_E,TLW,FR,0,0,0,0,0,0,0,0
OAL,27_7_G,TLW,FR,0,0,0,0,0,0,0,0
OAL,27_7_H,TLW,FR,0,0,0,0,0,0,0,0
OAL,27_7_J,TLW,FR,0,0,0,0,0,0,0,0
OAL,27_8,TLW,FR,56,58,64,59,58,36,61,50
OAL,27_8_A,TLW,FR,14,8,12,9,15,3,13,20
OAL,27_8_B,TLW,FR,42,48,52,50,43,33,48,30
OAL,27_8_C,TLW,FR,0,0,0,0,0,0,0,0
OAL,27_8_D,TLW,FR,0,2,0,0,0,0,0,0
OAL,27_8_D_NK,TLW,FR,0,2,0,0,0,0,0,0
OAL,27_NK,TLW,FR,0,1,1,0,0,0,0,0
OBN,27,TLW,PT,88,102,122,63,107,123,51,6
OBN,27_9,TLW,PT,88,102,122,63,107,123,51,6
OBN,27_9_A,TLW,PT,88,102,122,63,107,123,51,0
OBN,27_9_NK,TLW,PT,0,0,0,0,0,0,0,6
OCC,27,TLW,ES,5894,0,0,0,0,0,0,0
OCC,27,TLW,FR,96,131,70,37,37,3,20,0
OCC,27,TLW,IE,0,2,0,0,0,3,1,3
OCC,27,TLW,NL,1,1,1,0,0,0,0,0
OCC,27,TLW,PT,11513,9271,7199,10454,6720,9160,5587,3953
OCC,27_10,TLW,ES,1,0,0,0,0,0,0,0
OCC,27_10,TLW,PT,24,11,6,14,6,14,19,13
OCC,27_10_A,TLW,ES,1,0,0,0,0,0,0,0
OCC,27_10_A,TLW,PT,24,11,6,0,6,14,0,0
OCC,27_10_A_1,TLW,ES,1,0,0,0,0,0,0,0
OCC,27_10_A_1,TLW,PT,0,0,0,0,0,0,0,0
OCC,27_10_A_2,TLW,PT,24,11,6,0,0,0,0,0
OCC,27_10_A_NK,TLW,PT,0,0,0,0,6,14,0,0
OCC,27_10_NK,TLW,PT,0,0,0,14,0,0,19,13
OCC,27_4,TLW,FR,0,0,0,0,0,0,0,0
OCC,27_4,TLW,NL,1,0,0,0,0,0,0,0
OCC,27_4_B,TLW,FR,0,0,0,0,0,0,0,0
OCC,27_4_C,TLW,NL,1,0,0,0,0,0,0,0
OCC,27_6,TLW,FR,0,0,0,0,0,0,0,0
OCC,27_6_A,TLW,FR,0,0,0,0,0,0,0,0
OCC,27_7,TLW,ES,25,0,0,0,0,0,0,0
OCC,27_7,TLW,FR,26,12,1,3,2,0,0,0
OCC,27_7,TLW,IE,0,2,0,0,0,3,1,3
OCC,27_7,TLW,NL,0,1,1,0,0,0,0,0
OCC,27_7_A,TLW,IE,0,0,0,0,0,0,0,0
OCC,27_7_B,TLW,FR,2,1,0,0,0,0,0,0
OCC,27_7_B,TLW,IE,0,0,0,0,0,0,0,0
OCC,27_7_C,TLW,FR,4,1,0,0,0,0,0,0
OCC,27_7_C,TLW,IE,0,0,0,0,0,0,0,0
OCC,27_7_C_NK,TLW,FR,4,1,0,0,0,0,0,0
OCC,27_7_C_NK,TLW,IE,0,0,0,0,0,0,0,0
OCC,27_7_D,TLW,FR,0,0,0,0,0,0,0,0
OCC,27_7_E,TLW,FR,0,0,0,3,2,0,0,0
OCC,27_7_E,TLW,NL,0,1,1,0,0,0,0,0
OCC,27_7_F,TLW,IE,0,0,0,0,0,0,0,0
OCC,27_7_G,TLW,FR,0,0,0,0,0,0,0,0
OCC,27_7_G,TLW,IE,0,2,0,0,0,0,0,2
OCC,27_7_H,TLW,FR,0,1,0,0,0,0,0,0
OCC,27_7_H,TLW,IE,0,0,0,0,0,0,0,0
OCC,27_7_J,TLW,ES,25,0,0,0,0,0,0,0
OCC,27_7_J,TLW,FR,20,8,0,0,0,0,0,0
OCC,27_7_J,TLW,IE,0,0,0,0,0,3,1,0
OCC,27_7_J_2,TLW,ES,25,0,0,0,0,0,0,0
OCC,27_7_J_NK,TLW,FR,20,8,0,0,0,0,0,0
OCC,27_7_J_NK,TLW,IE,0,0,0,0,0,3,1,0
OCC,27_7_K,TLW,FR,0,0,0,0,0,0,0,0
OCC,27_7_K,TLW,IE,0,0,0,0,0,0,0,0
OCC,27_7_K_NK,TLW,FR,0,0,0,0,0,0,0,0
OCC,27_7_K_NK,TLW,IE,0,0,0,0,0,0,0,0
OCC,27_8,TLW,ES,696,0,0,0,0,0,0,0
OCC,27_8,TLW,FR,66,109,66,27,33,3,20,0
OCC,27_8,TLW,PT,47,27,14,61,55,0,0,0
OCC,27_8_A,TLW,ES,4,0,0,0,0,0,0,0
OCC,27_8_A,TLW,FR,11,14,2,2,0,0,4,0
OCC,27_8_B,TLW,ES,9,0,0,0,0,0,0,0
OCC,27_8_B,TLW,FR,54,93,60,25,32,3,16,0
OCC,27_8_C,TLW,ES,682,0,0,0,0,0,0,0
OCC,27_8_C,TLW,FR,1,2,3,0,2,0,0,0
OCC,27_8_C,TLW,PT,47,27,14,61,55,0,0,0
OCC,27_8_D,TLW,ES,1,0,0,0,0,0,0,0
OCC,27_8_D,TLW,FR,0,0,0,0,0,0,0,0
OCC,27_8_D_2,TLW,ES,1,0,0,0,0,0,0,0
OCC,27_8_D_NK,TLW,FR,0,0,0,0,0,0,0,0
OCC,27_8_NK,TLW,FR,0,0,0,0,0,0,0,0
OCC,27_9,TLW,ES,5173,0,0,0,0,0,0,0
OCC,27_9,TLW,PT,11442,9233,7179,10379,6659,9146,5568,3940
OCC,27_9_A,TLW,ES,5171,0,0,0,0,0,0,0
OCC,27_9_A,TLW,PT,11441,9226,7179,10379,6659,9146,5568,217
OCC,27_9_B,TLW,ES,2,0,0,0,0,0,0,0
OCC,27_9_B,TLW,PT,1,1,0,0,0,0,0,0
OCC,27_9_B_1,TLW,ES,1,0,0,0,0,0,0,0
OCC,27_9_B_1,TLW,PT,0,0,0,0,0,0,0,0
OCC,27_9_B_2,TLW,ES,1,0,0,0,0,0,0,0
OCC,27_9_B_2,TLW,PT,1,1,0,0,0,0,0,0
OCC,27_9_NK,TLW,PT,0,6,0,0,0,0,0,3724
OCC,27_NK,TLW,FR,3,10,2,7,2,0,0,0
OCM,27,TLW,ES,1025,0,0,0,0,0,0,0
OCM,27,TLW,IE,38,34,23,17,0,1,1,5
OCM,27,TLW,UK,23,30,0,0,0,0,0,0
OCM,27,TLW,UKM,23,30,0,0,0,0,0,0
OCM,27_6,TLW,IE,0,4,0,0,0,0,0,0
OCM,27_6_A,TLW,IE,0,0,0,0,0,0,0,0
OCM,27_6_B,TLW,IE,0,4,0,0,0,0,0,0
OCM,27_6_B_1,TLW,IE,0,1,0,0,0,0,0,0
OCM,27_6_B_2,TLW,IE,0,3,0,0,0,0,0,0
OCM,27_6_B_NK,TLW,IE,0,0,0,0,0,0,0,0
OCM,27_7,TLW,ES,554,0,0,0,0,0,0,0
OCM,27_7,TLW,IE,38,30,22,17,0,1,1,5
OCM,27_7,TLW,UK,23,30,0,0,0,0,0,0
OCM,27_7,TLW,UKM,23,30,0,0,0,0,0,0
OCM,27_7_B,TLW,ES,10,0,0,0,0,0,0,0
OCM,27_7_B,TLW,IE,0,0,0,0,0,0,0,1
OCM,27_7_BC,TLW,IE,0,0,0,0,0,0,0,0
OCM,27_7_C,TLW,ES,14,0,0,0,0,0,0,0
OCM,27_7_C,TLW,IE,1,0,0,0,0,0,0,0
OCM,27_7_C_2,TLW,ES,14,0,0,0,0,0,0,0
OCM,27_7_C_2,TLW,IE,1,0,0,0,0,0,0,0
OCM,27_7_C_NK,TLW,IE,0,0,0,0,0,0,0,0
OCM,27_7_G,TLW,ES,13,0,0,0,0,0,0,0
OCM,27_7_G,TLW,IE,0,0,0,1,0,0,0,0
OCM,27_7_G,TLW,UK,0,0,0,0,0,0,0,0
OCM,27_7_H,TLW,ES,62,0,0,0,0,0,0,0
OCM,27_7_H,TLW,IE,2,2,2,0,0,0,0,0
OCM,27_7_J,TLW,ES,454,0,0,0,0,0,0,0
OCM,27_7_J,TLW,IE,35,27,20,17,0,0,1,4
OCM,27_7_J,TLW,UK,23,30,0,0,0,0,0,0
OCM,27_7_J,TLW,UKM,23,30,0,0,0,0,0,0
OCM,27_7_J_1,TLW,IE,0,0,0,0,0,0,0,0
OCM,27_7_J_2,TLW,ES,454,0,0,0,0,0,0,0
OCM,27_7_J_2,TLW,IE,35,27,0,0,0,0,0,0
OCM,27_7_J_2,TLW,UK,23,30,0,0,0,0,0,0
OCM,27_7_J_2,TLW,UKM,23,30,0,0,0,0,0,0
OCM,27_7_J_NK,TLW,IE,0,0,20,17,0,0,1,4
OCM,27_7_K,TLW,ES,1,0,0,0,0,0,0,0
OCM,27_7_K,TLW,IE,0,0,0,0,0,1,0,0
OCM,27_7_K_2,TLW,ES,1,0,0,0,0,0,0,0
OCM,27_7_K_NK,TLW,IE,0,0,0,0,0,1,0,0
OCM,27_8,TLW,ES,186,0,0,0,0,0,0,0
OCM,27_8_A,TLW,ES,16,0,0,0,0,0,0,0
OCM,27_8_B,TLW,ES,93,0,0,0,0,0,0,0
OCM,27_8_C,TLW,ES,75,0,0,0,0,0,0,0
OCM,27_8_D,TLW,ES,2,0,0,0,0,0,0,0
OCM,27_8_D_1,TLW,ES,0,0,0,0,0,0,0,0
OCM,27_8_D_2,TLW,ES,2,0,0,0,0,0,0,0
OCM,27_9,TLW,ES,285,0,0,0,0,0,0,0
OCM,27_9_A,TLW,ES,285,0,0,0,0,0,0,0
OCS,27,TLW,PT,0,0,0,0,0,0,0,0
OCS,27_9,TLW,PT,0,0,0,0,0,0,0,0
OCS,27_9_A,TLW,PT,0,0,0,0,0,0,0,0
OCT,27,TLW,ES,58,6789,5329,6998,4530,6835,5469,5360
OCT,27,TLW,FR,209,152,109,123,126,74,160,130
OCT,27,TLW,IE,2,3,1,1,3,4,2,4
OCT,27,TLW,IM,0,0,0,0,0,0,0,0
OCT,27,TLW,IT,0,0,0,0,0,0,0,0
OCT,27,TLW,NL,0,0,0,0,0,0,0,1
OCT,27,TLW,PT,60,13,50,100,1128,4417,3925,3441
OCT,27,TLW,SE,0,0,0,0,0,0,0,0
OCT,27,TLW,UK,473,433,370,336,231,232,233,147
OCT,27,TLW,UKM,13,50,57,67,33,35,15,8
LUM,27_1_NK,TLW,NO,0,0,0,0,0,844,203,432
OCT,27_10,TLW,ES,0,7,0,0,0,0,0,0
OCT,27_10,TLW,PT,0,0,0,0,0,0,0,0
OCT,27_10_A,TLW,ES,0,6,0,0,0,0,0,0
OCT,27_10_A_1,TLW,ES,0,6,0,0,0,0,0,0
OCT,27_10_A_2,TLW,ES,0,0,0,0,0,0,0,0
OCT,27_10_B,TLW,ES,0,0,0,0,0,0,0,0
OCT,27_10_NK,TLW,ES,0,0,0,0,0,0,0,0
OCT,27_12,TLW,ES,0,0,0,0,0,0,0,0
OCT,27_12,TLW,UK,0,0,0,0,0,0,0,0
OCT,27_12,TLW,UKM,0,0,0,0,0,0,0,0
OCT,27_12_C,TLW,ES,0,0,0,0,0,0,0,0
OCT,27_12_NK,TLW,ES,0,0,0,0,0,0,0,0
OCT,27_12_NK,TLW,UK,0,0,0,0,0,0,0,0
MAC,27_1,TLW,NO,0,0,0,0,0,0,0,0
OCT,27_2,TLW,FR,0,0,0,0,0,0,0,0
OCT,27_2_B,TLW,FR,0,0,0,0,0,0,0,0
OCT,27_2_B_NK,TLW,FR,0,0,0,0,0,0,0,0
OCT,27_3,TLW,SE,0,0,0,0,0,0,0,0
OCT,27_4,TLW,ES,0,0,0,0,0,0,0,0
OCT,27_4,TLW,FR,0,0,0,0,6,0,0,0
OCT,27_4,TLW,NL,0,0,0,0,0,0,0,1
OCT,27_4,TLW,UK,2,4,5,2,2,3,3,1
OCT,27_4,TLW,UKM,2,2,4,1,1,3,3,0
OCT,27_4_A,TLW,ES,0,0,0,0,0,0,0,0
OCT,27_4_A,TLW,FR,0,0,0,0,6,0,0,0
OCT,27_4_A,TLW,UK,2,1,3,1,1,3,3,0
OCT,27_4_A,TLW,UKM,2,1,3,1,1,3,3,0
OCT,27_4_AB,TLW,NL,0,0,0,0,0,0,0,0
OCT,27_4_AB,TLW,UK,0,0,0,0,0,0,0,0
OCT,27_4_AB,TLW,UKM,0,0,0,1,0,0,0,0
OCT,27_4_B,TLW,ES,0,0,0,0,0,0,0,0
OCT,27_4_B,TLW,NL,0,0,0,0,0,0,0,1
OCT,27_4_B,TLW,UK,1,3,1,1,0,0,0,1
OCT,27_4_B,TLW,UKM,0,1,0,0,0,0,0,0
OCT,27_4_C,TLW,FR,0,0,0,0,0,0,0,0
OCT,27_4_C,TLW,UK,0,0,0,0,0,0,0,0
OCT,27_6,TLW,ES,0,1,2,7,4,4,0,0
OCT,27_6,TLW,FR,0,0,0,0,0,0,0,0
OCT,27_6,TLW,IE,0,0,0,0,0,2,0,0
OCT,27_6,TLW,UK,1,1,0,0,0,0,0,0
OCT,27_6,TLW,UKM,1,1,0,0,0,0,0,0
OCT,27_6_A,TLW,FR,0,0,0,0,0,0,0,0
OCT,27_6_A,TLW,IE,0,0,0,0,0,2,0,0
OCT,27_6_A,TLW,UK,1,1,0,0,0,0,0,0
OCT,27_6_A,TLW,UKM,1,1,0,0,0,0,0,0
OCT,27_6_B,TLW,ES,0,1,2,7,4,4,0,0
OCT,27_6_B,TLW,UK,0,0,0,0,0,0,0,0
OCT,27_6_B,TLW,UKM,0,0,0,0,0,0,0,0
OCT,27_6_B_1,TLW,ES,0,0,0,0,0,0,0,0
OCT,27_6_B_2,TLW,ES,0,1,0,0,0,0,0,0
OCT,27_6_B_2,TLW,UK,0,0,0,0,0,0,0,0
OCT,27_6_B_NK,TLW,ES,0,0,2,7,4,4,0,0
OCT,27_6_B_NK,TLW,UK,0,0,0,0,0,0,0,0
OCT,27_7,TLW,ES,0,504,894,1058,976,827,116,132
OCT,27_7,TLW,FR,62,28,24,26,23,25,45,28
OCT,27_7,TLW,IE,2,3,1,1,2,3,2,4
OCT,27_7,TLW,IM,0,0,0,0,0,0,0,0
OCT,27_7,TLW,UK,469,426,365,334,230,229,230,146
OCT,27_7,TLW,UKM,10,48,53,66,31,32,12,8
OCT,27_7_A,TLW,IE,0,0,0,1,0,0,0,0
OCT,27_7_A,TLW,UK,0,2,1,0,0,0,0,0
OCT,27_7_B,TLW,ES,0,9,9,38,7,12,3,6
OCT,27_7_B,TLW,FR,0,0,1,0,0,2,3,7
OCT,27_7_B,TLW,IE,0,0,0,0,0,0,0,0
OCT,27_7_B,TLW,UK,1,11,2,12,3,4,6,7
OCT,27_7_B,TLW,UKM,0,5,0,1,0,0,0,0
OCT,27_7_BC,TLW,ES,0,0,0,0,0,0,0,0
OCT,27_7_BC,TLW,FR,0,0,0,0,0,0,0,0
OCT,27_7_BC,TLW,IE,0,0,0,0,0,0,0,0
OCT,27_7_BC,TLW,UK,0,0,0,0,0,0,0,0
OCT,27_7_BC,TLW,UKM,0,0,0,2,0,0,0,0
OCT,27_7_C,TLW,ES,0,30,58,57,75,99,7,11
OCT,27_7_C,TLW,FR,1,1,2,0,3,1,2,2
OCT,27_7_C,TLW,IE,0,0,0,0,0,0,0,0
OCT,27_7_C,TLW,UK,1,1,3,1,0,1,4,3
OCT,27_7_C,TLW,UKM,0,1,3,1,0,0,0,0
OCT,27_7_C_2,TLW,ES,0,30,0,0,0,0,0,0
OCT,27_7_C_2,TLW,UK,1,1,3,1,0,1,4,0
OCT,27_7_C_2,TLW,UKM,0,1,3,1,0,0,0,0
OCT,27_7_C_NK,TLW,ES,0,0,58,57,75,99,7,11
OCT,27_7_C_NK,TLW,FR,1,1,2,0,3,1,2,2
OCT,27_7_C_NK,TLW,IE,0,0,0,0,0,0,0,0
OCT,27_7_C_NK,TLW,UK,0,0,0,0,0,0,0,3
OCT,27_7_D,TLW,FR,1,0,1,5,3,3,3,0
OCT,27_7_D,TLW,UK,0,1,0,1,0,0,0,0
OCT,27_7_D,TLW,UKM,0,0,0,0,0,0,0,0
OCT,27_7_DE,TLW,ES,0,0,0,0,0,0,0,0
OCT,27_7_DE,TLW,FR,0,0,0,0,0,0,0,0
OCT,27_7_DE,TLW,UK,0,0,0,0,0,0,0,0
OCT,27_7_DE,TLW,UKM,0,0,0,0,0,0,0,0
OCT,27_7_E,TLW,FR,8,10,6,10,10,1,9,6
OCT,27_7_E,TLW,IE,0,0,0,0,0,0,0,0
OCT,27_7_E,TLW,UK,241,249,175,108,97,86,65,21
OCT,27_7_E,TLW,UKM,5,2,1,0,0,0,0,0
OCT,27_7_F,TLW,FR,0,0,0,1,0,0,1,1
OCT,27_7_F,TLW,IE,0,0,0,0,0,0,0,1
OCT,27_7_F,TLW,UK,13,9,4,7,5,2,6,5
OCT,27_7_G,TLW,ES,0,30,15,16,14,23,0,2
OCT,27_7_G,TLW,FR,1,0,0,1,0,0,1,1
OCT,27_7_G,TLW,IE,1,3,0,0,2,1,0,2
OCT,27_7_G,TLW,UK,15,21,11,15,8,10,5,4
OCT,27_7_G,TLW,UKM,0,0,0,1,0,1,0,0
OCT,27_7_H,TLW,ES,0,66,55,91,110,62,1,1
OCT,27_7_H,TLW,FR,7,3,3,5,4,1,6,6
OCT,27_7_H,TLW,IE,0,0,0,0,0,0,1,0
OCT,27_7_H,TLW,UK,29,19,37,36,18,14,35,28
OCT,27_7_H,TLW,UKM,0,0,0,2,0,0,0,0
OCT,27_7_J,TLW,ES,0,369,748,843,755,620,101,99
OCT,27_7_J,TLW,FR,43,13,11,4,3,16,21,6
OCT,27_7_J,TLW,IE,0,0,0,0,1,2,0,1
OCT,27_7_J,TLW,UK,169,113,133,154,99,109,108,77
OCT,27_7_J,TLW,UKM,5,40,50,61,31,29,12,8
OCT,27_7_J_2,TLW,ES,0,340,0,0,0,0,0,0
OCT,27_7_J_2,TLW,IE,0,0,0,0,0,0,0,0
OCT,27_7_J_2,TLW,UK,169,113,133,154,99,109,108,0
OCT,27_7_J_2,TLW,UKM,5,40,50,61,31,29,12,0
OCT,27_7_J_NK,TLW,ES,0,29,748,843,755,620,101,99
OCT,27_7_J_NK,TLW,FR,43,13,11,4,3,16,21,6
OCT,27_7_J_NK,TLW,IE,0,0,0,0,1,2,0,1
OCT,27_7_J_NK,TLW,UK,0,0,0,0,0,0,0,77
OCT,27_7_J_NK,TLW,UKM,0,0,0,0,0,0,0,8
OCT,27_7_K,TLW,ES,0,1,9,13,15,11,5,14
OCT,27_7_K,TLW,FR,0,0,0,0,0,0,0,0
OCT,27_7_K,TLW,IE,0,0,0,0,0,0,0,0
OCT,27_7_K,TLW,UK,0,0,0,0,1,3,1,1
OCT,27_7_K,TLW,UKM,0,0,0,0,0,2,0,0
OCT,27_7_K_2,TLW,ES,0,1,0,0,0,0,0,0
OCT,27_7_K_2,TLW,UK,0,0,0,0,1,3,1,0
OCT,27_7_K_2,TLW,UKM,0,0,0,0,0,2,0,0
OCT,27_7_K_NK,TLW,ES,0,0,9,13,15,11,5,14
OCT,27_7_K_NK,TLW,FR,0,0,0,0,0,0,0,0
OCT,27_7_K_NK,TLW,UK,0,0,0,0,0,0,0,1
OCT,27_7_K_NK,TLW,UKM,0,0,0,0,0,0,0,0
OCT,27_8,TLW,ES,22,1478,1786,2017,943,889,1081,532
OCT,27_8,TLW,FR,141,107,78,79,87,49,115,102
OCT,27_8,TLW,NL,0,0,0,0,0,0,0,0
OCT,27_8,TLW,PT,0,0,0,0,18,54,45,73
OCT,27_8,TLW,UK,0,2,0,0,0,0,0,0
OCT,27_8_A,TLW,ES,0,37,54,57,18,27,27,9
OCT,27_8_A,TLW,FR,107,53,51,46,56,7,36,36
OCT,27_8_A,TLW,UK,0,0,0,0,0,0,0,0
OCT,27_8_B,TLW,ES,0,105,150,141,153,40,109,76
OCT,27_8_B,TLW,FR,33,52,25,29,28,35,71,52
OCT,27_8_B,TLW,UK,0,2,0,0,0,0,0,0
OCT,27_8_C,TLW,ES,22,1330,1575,1812,762,820,939,446
OCT,27_8_C,TLW,FR,0,0,2,3,1,7,7,13
OCT,27_8_C,TLW,PT,0,0,0,0,18,54,45,73
OCT,27_8_C,TLW,UK,0,0,0,0,0,0,0,0
OCT,27_8_D,TLW,ES,0,5,7,6,6,2,6,2
OCT,27_8_D,TLW,FR,1,1,1,1,2,0,1,1
OCT,27_8_D,TLW,UK,0,0,0,0,0,0,0,0
OCT,27_8_D_1,TLW,ES,0,0,0,6,6,0,0,0
OCT,27_8_D_2,TLW,ES,0,5,0,0,0,0,0,0
OCT,27_8_D_2,TLW,UK,0,0,0,0,0,0,0,0
